ts,laeq,lceq,lzeq,PM1.0,PM2.5,PM10,engine,machinery_impact,non_machinery_impact,powered_saw,human_voice,temp_c,rel_humid,PM2.5_adj
2022-06-16 15:01:00-04:00,61.9482,67.6087,68.3959,2.1552,2.6104,2.9341,0.4711,0.2053,0.1219,0.0128,0.2274,21.72,80.0,8.1815
2022-06-16 15:02:00-04:00,61.6684,69.1679,70.2882,3.1363,3.9716,4.203,0.4868,0.2484,0.13,0.0132,0.168,21.72,80.0,8.4844
2022-06-16 15:03:00-04:00,58.365,66.3204,67.7368,1.8955,2.486,2.6392,0.4889,0.2024,0.1253,0.014,0.2082,21.72,80.0,8.1275
2022-06-16 15:04:00-04:00,58.3862,66.4196,67.6471,1.1386,1.5069,1.7183,0.5074,0.1984,0.1382,0.0112,0.1782,21.72,80.0,7.7757
2022-06-16 15:05:00-04:00,53.7263,64.0496,65.5119,0.9618,1.2543,1.4272,0.4974,0.2129,0.1432,0.0119,0.188,21.72,80.0,7.7468
2022-06-16 15:06:00-04:00,54.7779,63.8627,64.9215,0.9708,1.2875,1.4564,0.5101,0.218,0.1403,0.0122,0.1626,21.72,80.0,7.7516
2022-06-16 15:07:00-04:00,54.5211,64.7717,66.1063,1.0552,1.439,1.548,0.503,0.1619,0.1403,0.0148,0.1566,21.72,80.0,7.7649
2022-06-16 15:08:00-04:00,56.5262,68.2192,69.8437,0.9482,1.2586,1.3544,0.5368,0.2283,0.1278,0.017,0.1411,21.72,80.0,7.7468
2022-06-16 15:09:00-04:00,59.1021,71.4622,73.8334,0.9318,1.3619,1.64,0.5269,0.2029,0.1479,0.0148,0.1944,21.72,80.0,7.7507
2022-06-16 15:10:00-04:00,61.1654,71.9628,74.2237,1.147,1.6987,1.8835,0.5376,0.2306,0.1422,0.0175,0.1653,21.72,80.0,7.7922
2022-06-16 15:11:00-04:00,58.8655,69.6342,71.2499,0.9708,1.3304,1.5509,0.5425,0.263,0.1337,0.0114,0.1497,21.72,80.0,7.749
2022-06-16 15:12:00-04:00,51.915,61.9463,63.4097,1.0216,1.42,1.5963,0.5004,0.206,0.1334,0.0144,0.1622,21.72,80.0,7.7612
2022-06-16 15:13:00-04:00,57.1866,65.2668,66.6286,1.4262,1.9877,2.1751,0.5283,0.2123,0.133,0.0156,0.1366,21.72,80.0,7.8344
2022-06-16 15:14:00-04:00,59.7399,68.2607,69.5817,1.2965,1.7601,1.9807,0.5549,0.1684,0.135,0.0101,0.1318,21.78,80.0,7.8059
2022-06-16 15:15:00-04:00,58.3578,65.4912,66.4144,1.1068,1.5716,1.8455,0.4738,0.2453,0.1391,0.0131,0.1771,21.78,80.0,7.7911
2022-06-16 15:16:00-04:00,57.5076,67.8942,69.2134,1.1378,1.6166,1.8504,0.5156,0.2097,0.1407,0.0126,0.1852,21.78,80.0,7.787
2022-06-16 15:17:00-04:00,54.6095,65.9414,67.933,1.1187,1.589,1.8546,0.4912,0.2273,0.1396,0.0175,0.175,21.78,80.0,7.7876
2022-06-16 15:18:00-04:00,54.5496,63.7325,64.855,1.19,1.4881,1.5222,0.5103,0.2074,0.1399,0.0128,0.1666,21.78,80.0,7.7815
2022-06-16 15:19:00-04:00,54.1295,65.1923,66.6593,0.9972,1.3124,1.4847,0.5165,0.1965,0.1449,0.0111,0.1597,22.33,78.0,8.0656
2022-06-16 15:20:00-04:00,56.5909,66.8675,67.947,1.0353,1.421,1.6839,0.533,0.206,0.1358,0.0146,0.1629,22.33,78.0,8.0808
2022-06-16 15:21:00-04:00,58.2274,67.4238,68.4196,0.9833,1.3522,1.4287,0.5291,0.2253,0.1152,0.0129,0.1806,22.33,78.0,8.067
2022-06-16 15:22:00-04:00,56.7404,65.384,66.4316,0.9128,1.1101,1.201,0.4737,0.1997,0.135,0.0134,0.1881,22.33,78.0,8.0473
2022-06-16 15:23:00-04:00,58.8381,67.1918,67.9888,0.8536,1.0809,1.2581,0.5683,0.2079,0.1193,0.0133,0.1098,22.33,78.0,8.0421
2022-06-16 15:24:00-04:00,66.4038,72.9068,73.3914,0.9351,1.2457,1.3597,0.5683,0.2924,0.1054,0.0129,0.122,22.61,77.0,8.6757
2022-06-16 15:25:00-04:00,57.8917,65.3834,66.6004,0.9274,1.3382,1.5256,0.5523,0.1939,0.1386,0.0137,0.1283,22.61,77.0,8.6839
2022-06-16 15:26:00-04:00,55.9757,65.1527,66.3031,0.7997,1.1565,1.3445,0.506,0.1772,0.1383,0.011,0.1828,22.61,77.0,8.6723
2022-06-16 15:27:00-04:00,56.9813,64.1576,65.18,1.0028,1.4182,1.5942,0.4542,0.2133,0.139,0.0127,0.1571,22.61,77.0,8.6908
2022-06-16 15:28:00-04:00,61.9556,71.2372,72.1664,1.3982,1.9561,2.2076,0.526,0.234,0.1342,0.0086,0.1592,22.61,77.0,8.7477
2022-06-16 15:29:00-04:00,58.9148,67.985,69.1424,3.8347,4.8875,5.7588,0.5168,0.2014,0.1442,0.0141,0.128,21.83,80.0,9.0786
2022-06-16 15:30:00-04:00,57.757,66.9526,68.1485,8.7538,11.24,11.6904,0.5455,0.2056,0.1384,0.0162,0.152,21.83,80.0,10.8637
2022-06-16 15:31:00-04:00,56.5665,66.2775,67.6957,3.94,4.5354,4.916,0.5198,0.2279,0.1338,0.0168,0.1532,21.83,80.0,8.8227
2022-06-16 15:32:00-04:00,58.8367,65.9322,67.4316,3.007,3.5715,3.8004,0.5475,0.156,0.1444,0.0114,0.1394,21.83,80.0,8.3571
2022-06-16 15:33:00-04:00,55.7274,64.6248,66.0133,1.7268,2.0877,2.2941,0.513,0.2127,0.1439,0.0163,0.1402,21.83,80.0,7.9563
2022-06-16 15:34:00-04:00,57.88,67.078,68.4338,1.0851,1.3885,1.6578,0.5131,0.1846,0.1473,0.0112,0.1771,21.61,81.0,7.6421
2022-06-16 15:35:00-04:00,56.9911,67.9563,69.2831,1.1348,1.4567,1.5907,0.5164,0.1846,0.1436,0.0132,0.1605,21.61,81.0,7.6405
2022-06-16 15:36:00-04:00,56.3477,66.374,67.3798,1.5238,1.7654,1.8455,0.5205,0.1819,0.1513,0.0143,0.1593,21.61,81.0,7.7042
2022-06-16 15:37:00-04:00,57.7564,65.8912,67.1632,1.3139,1.6641,1.836,0.512,0.1901,0.1513,0.0103,0.1442,21.61,81.0,7.6757
2022-06-16 15:38:00-04:00,57.8914,66.712,67.8526,1.1392,1.4985,1.6566,0.5174,0.1976,0.14,0.0133,0.1423,21.61,81.0,7.6405
2022-06-16 15:39:00-04:00,59.5639,67.4355,68.5913,1.0625,1.3937,1.5153,0.5028,0.1938,0.1337,0.012,0.1424,21.61,81.0,7.6421
2022-06-16 15:40:00-04:00,57.1191,68.5558,69.4783,0.8317,1.0374,1.08,0.5252,0.2025,0.1482,0.0136,0.143,21.61,81.0,7.623
2022-06-16 15:41:00-04:00,57.6008,68.3775,69.4393,0.8714,1.1379,1.2811,0.5059,0.2058,0.1359,0.0121,0.1564,21.61,81.0,7.6324
2022-06-16 15:42:00-04:00,57.2378,65.8906,67.0011,0.9778,1.229,1.3629,0.5197,0.2128,0.1488,0.0145,0.1295,21.61,81.0,7.638
2022-06-16 15:43:00-04:00,57.8206,67.6446,69.0302,0.6811,0.8307,0.921,0.5073,0.2164,0.1401,0.0138,0.1706,21.61,81.0,7.6205
2022-06-16 15:44:00-04:00,62.7211,69.0643,69.8799,0.6012,0.9008,1.106,0.5202,0.2678,0.1441,0.0138,0.1509,21.61,81.0,7.6197
2022-06-16 15:45:00-04:00,57.5423,65.5175,66.6221,0.6032,0.9338,1.1454,0.4665,0.2545,0.1315,0.0159,0.1846,21.61,81.0,7.621
2022-06-16 15:46:00-04:00,56.2859,64.9532,66.1355,0.6145,0.8546,0.9796,0.519,0.2141,0.1502,0.0171,0.1554,21.61,81.0,7.6197
2022-06-16 15:47:00-04:00,56.6737,65.3797,66.6361,0.8132,1.1292,1.2684,0.536,0.1961,0.1491,0.0164,0.1531,21.61,81.0,7.6324
2022-06-16 15:48:00-04:00,53.4726,62.4922,63.9075,0.6664,0.8696,1.0045,0.4736,0.2109,0.1459,0.014,0.1952,21.61,81.0,7.6197
2022-06-16 15:49:00-04:00,57.1656,64.3185,65.4075,0.5141,0.6307,0.733,0.5143,0.1715,0.1493,0.0113,0.1509,21.61,81.0,7.6067
2022-06-16 15:50:00-04:00,56.9851,64.9396,66.0643,0.7257,1.0662,1.2283,0.4995,0.2196,0.1409,0.0133,0.1435,21.61,81.0,7.623
2022-06-16 15:51:00-04:00,55.9104,64.7653,66.1165,0.7908,1.042,1.1062,0.5162,0.1795,0.146,0.0125,0.1359,21.61,81.0,7.623
2022-06-16 15:52:00-04:00,57.2371,63.8631,64.9541,0.7627,1.0555,1.1958,0.5324,0.2105,0.1234,0.014,0.128,21.61,81.0,7.623
2022-06-16 15:53:00-04:00,54.2747,63.2412,64.4287,0.7602,1.0086,1.241,0.5188,0.2027,0.1306,0.0124,0.1379,21.61,81.0,7.6224
2022-06-16 15:54:00-04:00,54.3631,62.9031,64.2265,0.6362,0.8422,0.9212,0.506,0.2312,0.1471,0.0151,0.1626,21.61,81.0,7.6205
2022-06-16 15:55:00-04:00,56.9618,67.4498,69.5491,0.5778,0.828,0.9944,0.5136,0.2005,0.151,0.0161,0.1695,21.61,81.0,7.6205
2022-06-16 15:56:00-04:00,53.3355,63.3937,64.6163,0.692,1.1279,1.4516,0.4991,0.2083,0.146,0.0136,0.1784,21.61,81.0,7.6324
2022-06-16 15:57:00-04:00,56.8202,65.5283,66.9032,0.5692,0.7325,0.8064,0.5333,0.2056,0.1474,0.0128,0.1429,21.61,81.0,7.6119
2022-06-16 15:58:00-04:00,57.489,67.1292,68.6652,0.6828,0.8778,0.9407,0.484,0.1773,0.1451,0.0138,0.1576,21.61,81.0,7.6197
2022-06-16 15:59:00-04:00,54.6874,66.0888,67.3983,0.6382,0.8229,0.9669,0.4656,0.2383,0.1594,0.0119,0.186,21.61,81.0,7.6147
2022-06-16 16:00:00-04:00,55.5891,63.1878,64.2546,0.7455,1.0165,1.1028,0.4327,0.248,0.1655,0.0133,0.2061,21.61,81.0,7.623
2022-06-16 16:01:00-04:00,57.5394,64.7229,65.895,0.9284,1.2686,1.4489,0.4543,0.2347,0.1573,0.0149,0.1873,21.61,81.0,7.638
2022-06-16 16:02:00-04:00,56.4314,64.8517,66.4766,0.7985,0.9786,0.9983,0.4868,0.2305,0.1463,0.0179,0.1479,21.61,81.0,7.6221
2022-06-16 16:03:00-04:00,57.3152,65.527,66.8222,0.6367,0.7302,0.7818,0.5279,0.1812,0.1228,0.0144,0.1577,21.61,81.0,7.6119
2022-06-16 16:04:00-04:00,55.4505,64.5306,66.044,0.5018,0.5828,0.6672,0.4788,0.2069,0.1237,0.0117,0.2251,21.61,81.0,7.6019
2022-06-16 16:05:00-04:00,54.8732,65.1329,66.5884,0.5272,0.7016,0.7993,0.4823,0.2254,0.1481,0.0139,0.1719,21.61,81.0,7.6138
2022-06-16 16:06:00-04:00,58.3539,68.8074,69.8598,0.611,0.8104,0.9557,0.5369,0.1878,0.1262,0.0104,0.1501,21.61,81.0,7.6147
2022-06-16 16:07:00-04:00,58.1462,66.6385,68.0256,0.8155,1.0314,1.1164,0.541,0.1793,0.146,0.0155,0.1544,21.61,81.0,7.623
2022-06-16 16:08:00-04:00,55.6537,63.6865,64.9708,0.7984,1.1397,1.2816,0.5106,0.1924,0.1354,0.0136,0.1636,21.61,81.0,7.6324
2022-06-16 16:09:00-04:00,54.6249,66.7756,68.4007,0.4743,0.5471,0.5794,0.508,0.2075,0.1614,0.0134,0.1561,21.61,81.0,7.6006
2022-06-16 16:10:00-04:00,57.435,66.6093,68.0593,0.6063,0.9183,1.1569,0.5193,0.1919,0.1522,0.0158,0.1594,21.61,81.0,7.6197
2022-06-16 16:11:00-04:00,55.0193,65.8377,67.1778,0.6855,0.979,1.108,0.5008,0.2209,0.1593,0.0139,0.1624,21.61,81.0,7.6221
2022-06-16 16:12:00-04:00,58.434,65.7802,66.9634,0.6682,0.9007,0.991,0.5247,0.1839,0.1471,0.0116,0.1412,21.61,81.0,7.6197
2022-06-16 16:13:00-04:00,58.9811,67.0988,68.2032,0.6652,0.8481,0.9031,0.5015,0.2067,0.1287,0.0119,0.1373,21.61,81.0,7.6205
2022-06-16 16:14:00-04:00,57.8131,65.7103,66.9242,0.7381,0.98,1.1114,0.4567,0.2408,0.1582,0.0138,0.1455,21.61,81.0,7.6221
2022-06-16 16:15:00-04:00,58.7821,64.4614,65.4276,0.7382,0.9735,1.1003,0.4782,0.2578,0.1389,0.0161,0.169,21.61,81.0,7.6221
2022-06-16 16:16:00-04:00,54.0806,63.5103,64.8912,0.7748,1.0699,1.1415,0.4549,0.2193,0.1449,0.0123,0.1865,21.61,81.0,7.623
2022-06-16 16:17:00-04:00,51.4044,60.4386,61.4869,0.8105,1.0395,1.112,0.4814,0.2265,0.1469,0.0136,0.1658,21.61,81.0,7.623
2022-06-16 16:18:00-04:00,54.9713,62.1374,63.2576,0.8381,1.1868,1.4251,0.5079,0.2248,0.1417,0.014,0.1497,21.61,81.0,7.638
2022-06-16 16:19:00-04:00,60.1032,68.1443,69.6917,0.8422,1.1954,1.2765,0.5445,0.2032,0.1481,0.0167,0.1401,21.61,81.0,7.638
2022-06-16 16:20:00-04:00,54.6096,65.7419,67.4905,0.6799,0.9,1.0639,0.5248,0.1906,0.1402,0.0167,0.1563,21.61,81.0,7.6197
2022-06-16 16:21:00-04:00,56.1247,64.389,65.3849,0.8916,1.2933,1.4032,0.5149,0.1896,0.1336,0.0131,0.1486,21.61,81.0,7.6408
2022-06-16 16:22:00-04:00,55.1699,64.2598,65.813,0.7365,0.9721,1.1766,0.5134,0.1958,0.1492,0.0161,0.1562,21.61,81.0,7.6221
2022-06-16 16:23:00-04:00,56.3522,67.3295,69.0294,0.6759,0.8939,0.9649,0.5104,0.1759,0.1564,0.0133,0.1523,21.61,81.0,7.6197
2022-06-16 16:24:00-04:00,61.4627,68.906,70.653,0.6506,0.8447,0.9866,0.5085,0.1672,0.1535,0.0132,0.1529,21.61,81.0,7.6205
2022-06-16 16:25:00-04:00,54.7601,65.3459,67.9688,0.6872,0.8792,0.9363,0.4866,0.1895,0.1421,0.0164,0.2078,21.61,81.0,7.6197
2022-06-16 16:26:00-04:00,57.0658,65.9303,68.2742,0.5528,0.7297,0.7987,0.5011,0.1745,0.1501,0.0163,0.1643,21.61,81.0,7.6119
2022-06-16 16:27:00-04:00,57.0791,67.6756,69.5994,0.5251,0.6516,0.6968,0.4686,0.2088,0.1506,0.0159,0.2184,21.61,81.0,7.6128
2022-06-16 16:28:00-04:00,55.7994,66.9723,69.1521,0.641,0.8446,0.9628,0.4783,0.1789,0.1492,0.0132,0.1835,21.61,81.0,7.6205
2022-06-16 16:29:00-04:00,57.4772,69.4176,71.6567,0.7504,1.0856,1.3306,0.5077,0.2065,0.1602,0.0145,0.1679,21.61,81.0,7.623
2022-06-16 16:30:00-04:00,59.3447,68.8379,70.8763,0.7481,0.9718,1.0185,0.5454,0.19,0.155,0.0138,0.1445,21.61,81.0,7.6221
2022-06-16 16:31:00-04:00,55.2934,65.6986,67.1667,0.6536,0.8609,1.0231,0.5001,0.204,0.1294,0.0134,0.1954,21.61,81.0,7.6197
2022-06-16 16:32:00-04:00,55.5085,65.5793,66.9539,0.5952,0.807,0.8933,0.5259,0.1952,0.1438,0.0161,0.1725,21.61,81.0,7.6147
2022-06-16 16:33:00-04:00,55.3904,65.6688,67.3354,0.5085,0.6429,0.7439,0.5189,0.1945,0.142,0.0146,0.1653,21.61,81.0,7.6144
2022-06-16 16:34:00-04:00,56.8099,67.2445,68.6615,0.7451,1.1445,1.3856,0.5205,0.1763,0.149,0.0113,0.1545,21.61,81.0,7.6324
2022-06-16 16:35:00-04:00,58.4089,64.8372,66.2028,0.7568,1.0339,1.1417,0.5525,0.1996,0.1172,0.0165,0.1325,21.61,81.0,7.623
2022-06-16 16:36:00-04:00,55.7449,63.6853,64.9023,0.5875,0.7261,0.8087,0.512,0.2162,0.1509,0.014,0.1441,21.61,81.0,7.6119
2022-06-16 16:37:00-04:00,60.2895,69.1832,70.2611,0.6552,0.8609,0.926,0.5559,0.2011,0.1216,0.0152,0.1244,21.61,81.0,7.6197
2022-06-16 16:38:00-04:00,57.0985,66.7466,68.2999,0.7984,1.0853,1.1992,0.5566,0.2115,0.1121,0.0186,0.1214,21.61,81.0,7.623
2022-06-16 16:39:00-04:00,61.0373,67.5941,68.5083,0.6802,0.9777,1.0919,0.5439,0.2199,0.1323,0.0134,0.1148,21.0,82.0,7.548
2022-06-16 16:40:00-04:00,59.5144,68.43,69.8646,0.6674,0.9204,0.9919,0.5726,0.1875,0.1353,0.012,0.1287,21.0,82.0,7.548
2022-06-16 16:41:00-04:00,59.5369,67.4017,68.9055,0.6943,0.8513,0.9443,0.5216,0.175,0.151,0.0144,0.1816,21.0,82.0,7.5457
2022-06-16 16:42:00-04:00,59.3444,67.489,68.943,0.6222,0.8158,0.9989,0.5263,0.2152,0.1303,0.0175,0.1599,21.0,82.0,7.5372
2022-06-16 16:43:00-04:00,58.7276,69.0633,70.0332,0.6307,0.925,1.0546,0.5548,0.1993,0.1424,0.0107,0.142,21.0,82.0,7.548
2022-06-16 16:44:00-04:00,61.7026,70.2612,71.1309,0.7371,1.0323,1.1809,0.5654,0.2346,0.1266,0.0148,0.1337,21.0,82.0,7.5529
2022-06-16 16:45:00-04:00,59.103,68.7419,70.6148,0.8164,1.1016,1.2333,0.5696,0.1786,0.1438,0.0183,0.1369,21.0,82.0,7.5567
2022-06-16 16:46:00-04:00,59.7005,69.3359,71.4209,0.7515,1.0932,1.2931,0.5316,0.1779,0.173,0.0159,0.1413,21.0,82.0,7.5565
2022-06-16 16:47:00-04:00,56.4985,66.9576,68.7765,0.6961,0.8949,0.9502,0.5102,0.216,0.1463,0.015,0.164,21.0,82.0,7.548
2022-06-16 16:48:00-04:00,54.0668,62.3116,63.5632,0.578,0.7835,0.8971,0.5121,0.2018,0.1562,0.0136,0.1538,21.0,82.0,7.5372
2022-06-16 16:49:00-04:00,57.648,68.0385,69.7295,0.7805,1.0963,1.3048,0.5232,0.1978,0.1505,0.012,0.146,21.0,82.0,7.5565
2022-06-16 16:50:00-04:00,54.5851,63.686,64.8045,0.7122,0.9235,0.9859,0.5158,0.209,0.1267,0.014,0.1655,21.0,82.0,7.548
2022-06-16 16:51:00-04:00,54.7356,62.6461,64.151,0.7737,1.0894,1.2973,0.48,0.2164,0.1404,0.0145,0.1514,21.0,82.0,7.5551
2022-06-16 16:52:00-04:00,60.0783,67.5242,68.56,0.7348,0.9585,1.1154,0.5524,0.2021,0.1508,0.0137,0.1202,21.0,82.0,7.548
2022-06-16 16:53:00-04:00,56.5577,64.9338,66.3399,0.8168,1.1399,1.2628,0.5404,0.2098,0.141,0.0177,0.1506,21.0,82.0,7.5667
2022-06-16 16:54:00-04:00,56.7144,67.6736,68.9012,0.7149,0.9065,1.0008,0.524,0.1887,0.141,0.0128,0.1554,21.0,82.0,7.548
2022-06-16 16:55:00-04:00,54.4554,63.7662,65.1554,0.6569,0.7849,0.842,0.503,0.214,0.1458,0.0163,0.1582,21.0,82.0,7.5372
2022-06-16 16:56:00-04:00,55.4715,65.43,66.9936,0.9448,1.2999,1.5588,0.5308,0.2032,0.1668,0.0153,0.1642,21.0,82.0,7.5872
2022-06-16 16:57:00-04:00,58.38,65.2896,66.5701,0.8988,1.2625,1.4431,0.5081,0.2138,0.1558,0.0141,0.1758,21.0,82.0,7.5798
2022-06-16 16:58:00-04:00,60.5032,66.2942,67.364,0.7261,0.8678,0.9098,0.4834,0.1837,0.1834,0.0136,0.1986,21.0,82.0,7.5457
2022-06-16 16:59:00-04:00,57.3039,64.4085,65.3067,0.8463,1.1534,1.3214,0.4888,0.2282,0.1508,0.0126,0.1766,21.0,82.0,7.5667
2022-06-16 17:00:00-04:00,58.2164,68.5688,69.9216,0.7948,1.1817,1.507,0.5109,0.214,0.1518,0.013,0.1638,21.0,82.0,7.5621
2022-06-16 17:01:00-04:00,59.6259,67.6438,68.7224,0.9527,1.268,1.3478,0.5691,0.17,0.133,0.0123,0.1288,21.0,82.0,7.5798
2022-06-16 17:02:00-04:00,57.5035,66.3178,67.4457,0.9774,1.2697,1.4561,0.5417,0.2145,0.1322,0.0186,0.1366,21.0,82.0,7.5814
2022-06-16 17:03:00-04:00,65.7809,71.2005,72.5625,0.7827,1.0152,1.1071,0.4963,0.1882,0.192,0.0129,0.1861,21.0,82.0,7.5529
2022-06-16 17:04:00-04:00,61.7934,68.1234,69.2919,0.6746,0.8944,0.9945,0.4622,0.2373,0.1551,0.0116,0.1902,21.0,82.0,7.548
2022-06-16 17:05:00-04:00,67.0577,72.1107,73.7261,0.6696,0.9515,1.094,0.4327,0.2368,0.215,0.0124,0.1726,21.0,82.0,7.548
2022-06-16 17:06:00-04:00,65.7666,69.4226,70.6128,0.7614,0.9889,1.1014,0.4547,0.2167,0.2018,0.0108,0.1705,21.0,82.0,7.5493
2022-06-16 17:07:00-04:00,61.4338,69.3617,70.4572,1.0881,1.5909,2.0987,0.4943,0.2594,0.1374,0.0196,0.1508,21.0,82.0,7.5987
2022-06-16 17:08:00-04:00,60.1727,66.1057,67.3147,1.0232,1.3212,1.4508,0.5026,0.2113,0.1516,0.0147,0.1788,21.0,82.0,7.5878
2022-06-16 17:09:00-04:00,55.2737,62.1873,63.3542,0.8322,1.0331,1.162,0.4767,0.2109,0.1501,0.0164,0.1747,21.0,82.0,7.5529
2022-06-16 17:10:00-04:00,61.1609,69.7022,71.3919,0.7374,0.8555,0.8588,0.5367,0.2156,0.1451,0.0166,0.1367,21.0,82.0,7.5457
2022-06-16 17:11:00-04:00,58.7025,67.3575,68.9368,0.9006,1.4006,1.6153,0.5187,0.1771,0.1465,0.0121,0.1463,21.0,82.0,7.5892
2022-06-16 17:12:00-04:00,62.1939,69.4427,70.9211,0.8515,1.0447,1.084,0.5696,0.1871,0.1414,0.0158,0.122,21.0,82.0,7.5529
2022-06-16 17:13:00-04:00,61.204,72.1289,73.0917,0.7504,0.8982,1.0496,0.5565,0.2464,0.1124,0.0145,0.1395,21.0,82.0,7.548
2022-06-16 17:14:00-04:00,56.5859,66.8908,68.1504,0.8146,1.1142,1.3219,0.5374,0.1813,0.127,0.017,0.1619,21.0,82.0,7.5567
2022-06-16 17:15:00-04:00,57.0606,65.5187,66.8742,0.6863,0.8874,0.935,0.543,0.1855,0.1383,0.0141,0.1348,21.0,82.0,7.548
2022-06-16 17:16:00-04:00,55.6501,64.0296,65.3308,0.8037,1.036,1.2028,0.5055,0.1946,0.1438,0.013,0.1417,21.0,82.0,7.5529
2022-06-16 17:17:00-04:00,56.1659,64.9155,66.359,0.9256,1.2926,1.4287,0.5377,0.2006,0.1458,0.0127,0.1367,21.0,82.0,7.5872
2022-06-16 17:18:00-04:00,58.732,67.0068,68.2307,0.8654,1.2511,1.5275,0.5274,0.1979,0.143,0.0109,0.1531,21.0,82.0,7.5798
2022-06-16 17:19:00-04:00,55.3533,63.2189,64.061,0.8444,1.1387,1.2487,0.4875,0.2125,0.1432,0.0124,0.1515,21.0,82.0,7.5667
2022-06-16 17:20:00-04:00,54.9194,65.1236,66.6301,0.728,0.9007,0.9667,0.4945,0.2035,0.1582,0.0141,0.1538,21.0,82.0,7.548
2022-06-16 17:21:00-04:00,55.6711,65.673,66.9275,0.8379,1.1367,1.3652,0.5445,0.2192,0.133,0.0131,0.1323,21.0,82.0,7.5667
2022-06-16 17:22:00-04:00,58.5009,64.8771,65.8432,0.8902,1.1217,1.274,0.5319,0.1623,0.1433,0.0114,0.1129,21.0,82.0,7.5662
2022-06-16 17:23:00-04:00,56.7987,65.7988,67.0696,0.8763,1.2111,1.5056,0.5202,0.21,0.137,0.0131,0.1295,21.0,82.0,7.567
2022-06-16 17:24:00-04:00,55.3721,64.4861,65.6427,0.896,1.1819,1.3176,0.5201,0.1969,0.1281,0.0141,0.1848,21.0,82.0,7.5621
2022-06-16 17:25:00-04:00,57.6477,65.6785,66.843,0.8084,1.1126,1.2499,0.5421,0.1908,0.1449,0.0132,0.141,21.0,82.0,7.5567
2022-06-16 17:26:00-04:00,59.3689,72.1033,73.7306,1.0144,1.3404,1.5068,0.533,0.1997,0.163,0.0127,0.165,21.0,82.0,7.5878
2022-06-16 17:27:00-04:00,57.1521,67.6905,68.6767,1.1972,1.6348,1.7518,0.5411,0.2168,0.1318,0.0145,0.1731,21.0,82.0,7.6009
2022-06-16 17:28:00-04:00,56.0441,65.9803,67.6916,1.0242,1.3771,1.6124,0.4914,0.2067,0.1409,0.0136,0.2004,21.0,82.0,7.5873
2022-06-16 17:29:00-04:00,54.1547,64.6664,66.1893,0.8828,1.0989,1.1742,0.5074,0.2193,0.1496,0.0171,0.1592,21.0,82.0,7.5565
2022-06-16 17:30:00-04:00,58.7316,65.5109,66.68,0.9701,1.2288,1.4128,0.5481,0.1888,0.1433,0.013,0.1286,21.0,82.0,7.567
2022-06-16 17:31:00-04:00,59.2879,68.1371,69.6933,0.8558,1.1062,1.2591,0.5043,0.2088,0.1514,0.0112,0.144,21.0,82.0,7.5567
2022-06-16 17:32:00-04:00,56.9183,65.7516,67.7802,0.8984,1.2424,1.3922,0.482,0.2043,0.1391,0.0168,0.1664,21.0,82.0,7.5798
2022-06-16 17:33:00-04:00,56.2487,65.8424,68.1461,0.7297,0.9978,1.1581,0.4728,0.2006,0.1413,0.0155,0.1859,21.0,82.0,7.5493
2022-06-16 17:34:00-04:00,56.0111,65.7547,68.1434,0.6364,0.785,0.8919,0.4709,0.1959,0.1589,0.0134,0.1856,21.0,82.0,7.5372
2022-06-16 17:35:00-04:00,58.1024,64.7699,67.2755,0.7993,1.0629,1.2032,0.4389,0.2188,0.1578,0.0192,0.1917,21.0,82.0,7.5529
2022-06-16 17:36:00-04:00,59.1198,65.7426,67.0979,1.3129,1.7872,1.973,0.4726,0.2077,0.1575,0.0148,0.1451,21.0,82.0,7.6397
2022-06-16 17:37:00-04:00,58.9806,65.7221,67.1063,1.2529,1.5435,1.6427,0.4985,0.2216,0.1408,0.0135,0.1766,21.0,82.0,7.5878
2022-06-16 17:38:00-04:00,54.7167,64.2145,65.8512,0.9651,1.2556,1.4411,0.4861,0.211,0.1566,0.0153,0.1729,21.0,82.0,7.5798
2022-06-16 17:39:00-04:00,53.9427,63.5379,64.8797,0.7485,0.9828,1.125,0.4984,0.2312,0.1507,0.0151,0.1584,21.0,82.0,7.548
2022-06-16 17:40:00-04:00,61.3333,67.7275,68.6707,0.9268,1.3358,1.4799,0.5147,0.2227,0.1581,0.0152,0.1242,21.0,82.0,7.5878
2022-06-16 17:41:00-04:00,58.2274,66.0438,67.4909,1.1661,1.6057,2.0062,0.4886,0.2073,0.143,0.0132,0.166,21.0,82.0,7.5987
2022-06-16 17:42:00-04:00,55.8451,65.304,67.3548,1.0819,1.4553,1.6998,0.4759,0.2233,0.1308,0.0148,0.1953,21.0,82.0,7.5894
2022-06-16 17:43:00-04:00,55.5543,65.2326,67.1667,0.8138,1.0791,1.2373,0.4975,0.2154,0.1351,0.012,0.1762,21.0,82.0,7.5529
2022-06-16 17:44:00-04:00,56.5108,66.2996,68.2267,0.9405,1.2636,1.4509,0.5183,0.1933,0.1478,0.0169,0.1454,20.22,86.0,7.5571
2022-06-16 17:45:00-04:00,56.6478,63.9158,65.1461,1.0166,1.4531,1.7023,0.5205,0.2349,0.1238,0.0138,0.163,20.22,86.0,7.6114
2022-06-16 17:46:00-04:00,57.2735,67.1798,68.7225,1.0405,1.3539,1.4626,0.5199,0.2019,0.1334,0.0117,0.1371,20.22,86.0,7.5729
