ts,laeq,lceq,lzeq,PM1.0,PM2.5,PM10,engine,machinery_impact,non_machinery_impact,powered_saw,human_voice,temp_c,rel_humid,PM2.5_adj
2022-06-16 16:05:00-04:00,49.9231,57.4527,58.8436,0.5562,0.6843,0.8803,0.4893,0.2241,0.1478,0.0148,0.1382,21.61,81.0,7.6122
2022-06-16 16:06:00-04:00,50.4916,58.8052,59.8202,0.6457,0.7124,0.7692,0.4578,0.2329,0.1383,0.0153,0.1947,21.61,81.0,7.6138
2022-06-16 16:07:00-04:00,53.1563,60.4688,61.5937,0.6656,0.7781,0.9802,0.4663,0.2198,0.1335,0.0131,0.1789,21.61,81.0,7.6147
2022-06-16 16:08:00-04:00,52.5854,57.8039,58.8096,0.8959,1.0884,1.2988,0.4075,0.2783,0.1825,0.0135,0.1617,21.61,81.0,7.623
2022-06-16 16:09:00-04:00,55.3732,60.171,61.1679,0.6959,0.7823,0.9758,0.4091,0.2593,0.1645,0.015,0.1578,21.61,81.0,7.6147
2022-06-16 16:10:00-04:00,52.0117,57.9053,59.1778,0.7262,0.841,0.9491,0.4618,0.2328,0.139,0.0159,0.1677,21.61,81.0,7.6205
2022-06-16 16:11:00-04:00,50.9202,56.6484,57.8055,0.6232,0.6959,0.7641,0.4268,0.2491,0.1545,0.0138,0.1735,21.61,81.0,7.6138
2022-06-16 16:12:00-04:00,51.4877,57.2998,58.2192,0.5906,0.6462,0.8031,0.4249,0.2416,0.1337,0.0137,0.2038,21.61,81.0,7.6128
2022-06-16 16:13:00-04:00,52.0776,57.6622,58.7609,0.7432,0.9181,1.1338,0.4327,0.2245,0.1466,0.0164,0.1752,21.61,81.0,7.6197
2022-06-16 16:14:00-04:00,55.6433,60.8839,61.6328,0.8069,0.9669,1.1451,0.5111,0.2154,0.1226,0.0118,0.1423,21.61,81.0,7.6221
2022-06-16 16:15:00-04:00,50.2445,57.4099,58.597,0.7135,0.8045,0.8568,0.4718,0.2234,0.162,0.0157,0.1568,21.61,81.0,7.6147
2022-06-16 16:16:00-04:00,50.2442,55.7294,56.7307,0.5378,0.5829,0.7181,0.4386,0.237,0.1578,0.0164,0.1674,21.61,81.0,7.6019
2022-06-16 16:17:00-04:00,55.2484,61.4513,62.3149,0.5515,0.6632,0.8158,0.4908,0.2586,0.1376,0.019,0.1752,21.61,81.0,7.6128
2022-06-16 16:18:00-04:00,50.1843,55.3845,56.335,0.5686,0.6271,0.7155,0.431,0.2829,0.1385,0.0141,0.1655,21.61,81.0,7.6067
2022-06-16 16:19:00-04:00,51.9403,58.8525,60.1906,0.6958,0.8264,1.0497,0.4776,0.2324,0.144,0.0148,0.1469,21.61,81.0,7.6205
2022-06-16 16:20:00-04:00,51.7607,58.5807,59.9073,0.5178,0.5656,0.6184,0.4545,0.2569,0.1622,0.013,0.1655,21.61,81.0,7.6019
2022-06-16 16:21:00-04:00,51.389,57.0709,58.5351,3.7026,4.2478,4.6736,0.4146,0.2831,0.1574,0.0148,0.1661,21.61,81.0,8.6986
2022-06-16 16:22:00-04:00,53.9271,59.3602,60.2878,2.6015,2.75,2.9439,0.484,0.2433,0.1392,0.0137,0.1588,21.61,81.0,7.9377
2022-06-16 16:23:00-04:00,52.7903,60.0747,61.4389,1.5721,1.6693,1.7967,0.4763,0.2311,0.145,0.0165,0.1574,21.61,81.0,7.677
2022-06-16 16:24:00-04:00,53.3881,61.6323,62.7215,1.0027,1.0841,1.1702,0.4687,0.2646,0.1431,0.0166,0.1662,21.61,81.0,7.623
2022-06-16 16:25:00-04:00,60.6846,64.8538,65.6375,0.7306,0.8045,0.8982,0.5617,0.2467,0.093,0.0119,0.1162,21.61,81.0,7.6147
2022-06-16 16:26:00-04:00,60.8394,63.8354,64.4672,0.7829,0.9221,1.1325,0.5467,0.2388,0.1178,0.0137,0.1064,21.61,81.0,7.6197
2022-06-16 16:27:00-04:00,52.0962,58.8021,59.841,0.9887,1.1868,1.4058,0.4659,0.2423,0.155,0.0145,0.1583,21.61,81.0,7.638
2022-06-16 16:28:00-04:00,51.989,59.3462,60.9203,0.8455,0.9538,1.0235,0.4719,0.2409,0.1448,0.0152,0.1508,21.61,81.0,7.621
2022-06-16 16:29:00-04:00,50.5255,56.5516,57.4657,0.5941,0.6393,0.7286,0.4164,0.2465,0.155,0.0131,0.1844,21.61,81.0,7.6144
2022-06-16 16:30:00-04:00,54.3329,60.5497,61.6806,0.5939,0.7054,0.8289,0.4822,0.2307,0.1384,0.0162,0.1532,21.61,81.0,7.6138
2022-06-16 16:31:00-04:00,50.7854,57.251,58.435,0.6533,0.7362,0.876,0.4514,0.2334,0.1457,0.0146,0.1714,21.61,81.0,7.6119
2022-06-16 16:32:00-04:00,50.2422,58.3364,59.6407,0.5476,0.6474,0.7948,0.4683,0.2459,0.1587,0.0147,0.1498,21.61,81.0,7.6128
2022-06-16 16:33:00-04:00,49.3892,57.2633,58.3362,0.6534,0.7933,0.9899,0.4617,0.2572,0.1441,0.0123,0.1585,21.61,81.0,7.6147
2022-06-16 16:34:00-04:00,51.6173,57.5315,58.6543,0.5439,0.593,0.7005,0.4227,0.2217,0.162,0.0132,0.1681,21.61,81.0,7.6036
2022-06-16 16:35:00-04:00,53.7033,59.959,61.159,0.6512,0.7067,0.8198,0.5008,0.241,0.1506,0.0161,0.15,21.61,81.0,7.6138
2022-06-16 16:36:00-04:00,51.9983,60.8492,62.5127,0.6403,0.746,1.0019,0.4423,0.2615,0.1476,0.0146,0.1733,21.61,81.0,7.6119
2022-06-16 16:37:00-04:00,51.0083,58.444,59.5915,0.5832,0.6407,0.6926,0.4695,0.2448,0.1268,0.0191,0.1704,21.61,81.0,7.6144
2022-06-16 16:38:00-04:00,52.1338,58.4072,59.5205,0.645,0.7381,0.8542,0.4609,0.2324,0.128,0.0148,0.1635,21.61,81.0,7.6119
2022-06-16 16:39:00-04:00,46.5473,53.9797,54.9606,0.7611,0.94,1.1366,0.3803,0.2533,0.1597,0.013,0.2057,21.0,82.0,7.548
2022-06-16 16:40:00-04:00,48.7269,56.6975,57.5146,0.7647,0.9668,1.3254,0.3825,0.2409,0.162,0.0128,0.1863,21.0,82.0,7.548
2022-06-16 16:41:00-04:00,48.866,55.4107,56.3001,0.8277,0.9996,1.2023,0.3699,0.2488,0.1626,0.0109,0.221,21.0,82.0,7.5493
2022-06-16 16:42:00-04:00,51.1958,56.6755,57.5208,1.0336,1.2976,1.7587,0.4241,0.2745,0.1593,0.0137,0.1598,21.0,82.0,7.5872
2022-06-16 16:43:00-04:00,52.1742,56.9682,57.7738,1.0179,1.213,1.4415,0.388,0.2434,0.1354,0.0136,0.2292,21.0,82.0,7.567
2022-06-16 16:44:00-04:00,49.9108,57.7258,58.6662,0.9139,1.1322,1.4719,0.4637,0.2335,0.1435,0.0171,0.1563,21.0,82.0,7.5667
2022-06-16 16:45:00-04:00,52.7232,59.2682,60.356,0.9233,1.0985,1.2604,0.4399,0.2313,0.1355,0.0161,0.1693,21.0,82.0,7.5565
2022-06-16 16:46:00-04:00,50.7827,58.6118,59.7895,1.0338,1.2895,1.585,0.4453,0.2553,0.1474,0.0135,0.1851,21.0,82.0,7.5894
2022-06-16 16:47:00-04:00,50.9729,55.5585,56.5214,0.9249,1.1057,1.3278,0.4435,0.2392,0.1555,0.0136,0.1544,21.0,82.0,7.5567
2022-06-16 16:48:00-04:00,52.2399,58.1278,59.2767,0.8575,1.0165,1.1179,0.4478,0.2441,0.1431,0.018,0.1561,21.0,82.0,7.5529
2022-06-16 16:49:00-04:00,51.7344,60.1993,61.3387,1.0917,1.2774,1.4657,0.4232,0.2436,0.1416,0.0131,0.1796,21.0,82.0,7.5814
2022-06-16 16:50:00-04:00,52.1505,58.4149,59.5497,0.88,0.9988,1.2165,0.3861,0.2068,0.1505,0.0156,0.2066,21.0,82.0,7.5493
2022-06-16 16:51:00-04:00,53.6789,58.4622,59.5191,0.9124,1.1271,1.3381,0.4557,0.2458,0.1346,0.0143,0.1645,21.0,82.0,7.5662
2022-06-16 16:52:00-04:00,51.9158,59.0354,60.0443,1.0806,1.4729,1.9552,0.4486,0.2487,0.1465,0.0121,0.1498,21.0,82.0,7.5894
2022-06-16 16:53:00-04:00,49.4532,55.9973,56.7348,0.9664,1.169,1.3601,0.4413,0.2399,0.1656,0.0124,0.1853,21.0,82.0,7.5621
2022-06-16 16:54:00-04:00,47.3703,54.7915,55.7913,1.0526,1.2376,1.6668,0.4259,0.2493,0.1538,0.0123,0.2007,21.0,82.0,7.5754
2022-06-16 16:55:00-04:00,55.8707,60.8119,61.6355,0.9698,1.1288,1.4443,0.5161,0.2176,0.1268,0.0121,0.132,21.0,82.0,7.5662
2022-06-16 16:56:00-04:00,53.6497,61.9401,62.7276,1.1051,1.3707,1.657,0.4964,0.2244,0.1345,0.0154,0.1591,21.0,82.0,7.5883
2022-06-16 16:57:00-04:00,52.7708,63.4493,64.4,1.1114,1.2574,1.2992,0.4659,0.2571,0.1316,0.0179,0.1943,21.0,82.0,7.5798
2022-06-16 16:58:00-04:00,52.173,59.074,60.4831,0.7143,0.781,0.9272,0.4591,0.2561,0.1535,0.0185,0.1607,21.0,82.0,7.5372
2022-06-16 16:59:00-04:00,52.1544,61.3763,62.4629,0.7265,0.9219,1.1163,0.4364,0.2703,0.1434,0.0155,0.202,21.0,82.0,7.548
2022-06-16 17:00:00-04:00,54.2788,63.2018,63.7891,0.6918,0.8111,0.9131,0.5242,0.2753,0.1367,0.0174,0.1632,21.0,82.0,7.5372
2022-06-16 17:01:00-04:00,50.136,56.3668,57.2749,0.7381,0.9278,1.2197,0.4056,0.2401,0.1652,0.0124,0.1876,21.0,82.0,7.548
2022-06-16 17:02:00-04:00,50.4656,56.6732,57.5153,0.9171,1.1509,1.5293,0.455,0.2371,0.157,0.0134,0.1706,21.0,82.0,7.5667
2022-06-16 17:03:00-04:00,53.4537,59.1333,60.0165,1.1266,1.3692,1.5514,0.4355,0.2556,0.1616,0.014,0.1776,21.0,82.0,7.5883
2022-06-16 17:04:00-04:00,53.6798,61.012,61.9779,0.9383,1.0913,1.2812,0.4492,0.2189,0.143,0.0128,0.1786,21.0,82.0,7.5551
2022-06-16 17:05:00-04:00,54.5624,60.9546,61.891,0.8624,0.9805,1.3565,0.4964,0.28,0.1401,0.017,0.1606,21.0,82.0,7.548
2022-06-16 17:06:00-04:00,52.5081,57.8328,59.1353,0.7915,0.9169,1.2284,0.4705,0.2229,0.1438,0.0133,0.1671,21.0,82.0,7.548
2022-06-16 17:07:00-04:00,58.0835,64.2498,65.0504,0.911,1.0466,1.2502,0.498,0.2682,0.1327,0.013,0.1496,21.0,82.0,7.5529
2022-06-16 17:08:00-04:00,50.6233,56.5112,57.327,0.8028,0.898,1.0184,0.4472,0.248,0.1512,0.011,0.1815,21.0,82.0,7.548
2022-06-16 17:09:00-04:00,49.8997,55.8167,56.7129,0.7379,0.8849,1.2179,0.4237,0.2434,0.1759,0.0131,0.1647,21.0,82.0,7.548
2022-06-16 17:10:00-04:00,51.5276,56.3201,57.2321,0.9657,1.1821,1.4524,0.3691,0.2866,0.1936,0.0133,0.1836,21.0,82.0,7.5621
2022-06-16 17:11:00-04:00,52.4772,56.4956,57.1629,0.7923,0.8897,1.0046,0.3752,0.2333,0.142,0.0121,0.2361,21.0,82.0,7.548
2022-06-16 17:12:00-04:00,51.4831,57.9071,59.2466,0.9377,1.1066,1.2504,0.4206,0.2266,0.1606,0.015,0.1527,21.0,82.0,7.5567
2022-06-16 17:13:00-04:00,58.3418,70.2731,70.8999,0.8523,0.9411,1.1878,0.5479,0.2675,0.1152,0.0155,0.1335,21.0,82.0,7.548
2022-06-16 17:14:00-04:00,56.6448,73.9311,74.8095,0.9442,1.1223,1.3186,0.5375,0.2517,0.1169,0.0132,0.2208,21.0,82.0,7.5662
2022-06-16 17:15:00-04:00,54.7441,70.0927,71.2273,1.0444,1.3004,1.5581,0.4987,0.2676,0.1164,0.0167,0.189,21.0,82.0,7.5872
2022-06-16 17:16:00-04:00,54.6274,59.0431,60.1104,0.9787,1.1215,1.2496,0.4182,0.2526,0.1374,0.0123,0.1712,21.0,82.0,7.5662
2022-06-16 17:17:00-04:00,55.1441,60.3864,61.6599,0.833,0.9384,1.0729,0.4579,0.2573,0.1527,0.0111,0.1574,21.0,82.0,7.548
2022-06-16 17:18:00-04:00,51.5546,56.6934,57.7984,0.9214,1.0615,1.3493,0.4283,0.2475,0.1586,0.014,0.1669,21.0,82.0,7.5529
2022-06-16 17:19:00-04:00,49.4826,56.0585,57.4298,0.8792,1.0211,1.1655,0.4001,0.2415,0.1742,0.0148,0.1771,21.0,82.0,7.5529
2022-06-16 17:20:00-04:00,51.822,58.8055,60.0664,0.8386,0.9449,1.0696,0.4468,0.2282,0.1558,0.0138,0.1633,21.0,82.0,7.548
2022-06-16 17:21:00-04:00,51.8016,56.8914,58.0211,0.9075,1.1067,1.4287,0.395,0.2462,0.1634,0.015,0.1867,21.0,82.0,7.5567
2022-06-16 17:22:00-04:00,53.76,61.1426,61.9416,1.0712,1.2904,1.5724,0.4179,0.2431,0.148,0.0149,0.183,21.0,82.0,7.5872
2022-06-16 17:23:00-04:00,54.1581,61.1749,61.9955,1.0781,1.3079,1.6575,0.4613,0.2343,0.1552,0.0123,0.1666,21.0,82.0,7.5883
2022-06-16 17:24:00-04:00,49.004,55.9574,57.0777,1.0346,1.1707,1.2745,0.3976,0.278,0.1755,0.0134,0.1621,21.0,82.0,7.5621
2022-06-16 17:25:00-04:00,49.6845,55.3545,56.0674,0.8809,1.0027,1.2297,0.4022,0.2769,0.179,0.0126,0.1527,21.0,82.0,7.5493
2022-06-16 17:26:00-04:00,52.1253,57.3092,58.494,0.8136,0.9537,1.2526,0.3859,0.251,0.1691,0.0129,0.179,21.0,82.0,7.548
2022-06-16 17:27:00-04:00,53.5424,57.9527,59.0522,0.9764,1.177,1.3726,0.4158,0.2407,0.1538,0.0128,0.1969,21.0,82.0,7.5621
2022-06-16 17:28:00-04:00,52.1731,57.8427,58.4933,0.8075,0.9777,1.3691,0.4218,0.2375,0.1501,0.0127,0.1655,21.0,82.0,7.548
2022-06-16 17:29:00-04:00,53.2597,59.4123,60.1402,0.8211,0.9959,1.1866,0.4801,0.2296,0.1389,0.0121,0.15,21.0,82.0,7.5493
2022-06-16 17:30:00-04:00,50.6596,57.013,57.8428,0.928,1.0515,1.1971,0.44,0.2643,0.1434,0.0152,0.1631,21.0,82.0,7.5529
2022-06-16 17:31:00-04:00,54.5458,58.8518,59.5443,0.7435,0.8329,1.0015,0.4679,0.2823,0.1322,0.0108,0.1572,21.0,82.0,7.5372
2022-06-16 17:32:00-04:00,51.0315,56.8223,57.6986,0.8068,0.9607,1.1748,0.4372,0.2792,0.1529,0.0134,0.1742,21.0,82.0,7.548
2022-06-16 17:33:00-04:00,53.1652,57.8101,58.3885,0.7725,0.8785,1.1205,0.3798,0.241,0.126,0.0101,0.2363,21.0,82.0,7.548
2022-06-16 17:34:00-04:00,54.6256,58.5715,59.1851,0.8608,1.1722,1.6155,0.4302,0.2352,0.1219,0.013,0.2015,21.0,82.0,7.5621
2022-06-16 17:35:00-04:00,51.0795,55.7842,56.4959,0.729,0.8632,1.0257,0.4457,0.2428,0.1238,0.0141,0.1667,21.0,82.0,7.5457
2022-06-16 17:36:00-04:00,51.0507,56.7549,57.5822,0.6504,0.7158,0.842,0.4107,0.2038,0.1388,0.013,0.2422,21.0,82.0,7.5368
2022-06-16 17:37:00-04:00,51.8637,56.2031,57.1055,0.6413,0.8034,1.0774,0.3986,0.2614,0.1617,0.0121,0.1976,21.0,82.0,7.5372
2022-06-16 17:38:00-04:00,53.0149,57.3021,58.0582,0.7776,0.9246,1.154,0.4502,0.2695,0.1513,0.0131,0.1736,21.0,82.0,7.548
2022-06-16 17:39:00-04:00,50.8952,55.4371,56.4131,1.0363,1.2524,1.7132,0.4146,0.2517,0.163,0.0128,0.1677,21.0,82.0,7.5798
2022-06-16 17:40:00-04:00,51.8178,56.8639,57.9824,0.8827,1.0427,1.3111,0.4001,0.2413,0.1634,0.0131,0.1719,21.0,82.0,7.5529
2022-06-16 17:41:00-04:00,53.977,58.507,59.6307,0.9783,1.1797,1.419,0.4671,0.3185,0.1377,0.0154,0.1406,21.0,82.0,7.5621
2022-06-16 17:42:00-04:00,58.0476,60.9015,61.8222,1.1653,1.4113,1.5646,0.4808,0.2934,0.1174,0.013,0.1515,21.0,82.0,7.5892
2022-06-16 17:43:00-04:00,52.9857,58.1728,59.4834,1.0383,1.3093,1.6432,0.3942,0.2774,0.1754,0.0129,0.1694,21.0,82.0,7.5883
2022-06-16 17:44:00-04:00,54.9318,58.3736,59.5843,0.8061,0.9428,1.0448,0.3601,0.254,0.1762,0.0132,0.1727,20.22,86.0,7.4951
2022-06-16 17:45:00-04:00,53.5872,58.8378,60.0692,0.986,1.248,1.6737,0.3536,0.2625,0.1689,0.0102,0.2157,20.22,86.0,7.5571
2022-06-16 17:46:00-04:00,55.1128,60.826,62.0926,1.1205,1.3438,1.6924,0.4469,0.287,0.1345,0.0145,0.1877,20.22,86.0,7.5729
2022-06-16 17:47:00-04:00,56.5676,61.2337,62.8945,0.9237,1.1021,1.2566,0.4196,0.2767,0.1504,0.0152,0.1826,20.22,86.0,7.5205
2022-06-16 17:48:00-04:00,55.857,59.4941,61.0705,0.8803,1.0826,1.5959,0.3757,0.2679,0.1715,0.0145,0.1999,20.22,86.0,7.5205
2022-06-16 17:49:00-04:00,55.3367,57.7051,58.4141,0.8998,1.0765,1.2832,0.3806,0.295,0.1429,0.0111,0.2113,20.22,86.0,7.5205
2022-06-16 17:50:00-04:00,52.5883,57.0277,58.0733,0.8923,1.044,1.1755,0.4064,0.28,0.1658,0.0132,0.1611,20.22,86.0,7.5205
2022-06-16 17:51:00-04:00,53.7753,57.952,58.7274,0.8969,1.1139,1.4933,0.4362,0.2729,0.1426,0.0109,0.2238,20.22,86.0,7.5205
2022-06-16 17:52:00-04:00,54.2725,58.1102,59.0025,0.9251,1.0668,1.2604,0.4102,0.2417,0.1113,0.0117,0.1988,20.22,86.0,7.5205
2022-06-16 17:53:00-04:00,53.8039,58.2592,59.4122,0.9501,1.0716,1.4562,0.4433,0.2618,0.1308,0.0152,0.1659,20.22,86.0,7.5205
2022-06-16 17:54:00-04:00,52.2644,58.161,59.4983,1.1664,1.4637,1.7798,0.3879,0.2742,0.1308,0.0141,0.2076,20.28,86.0,7.6214
2022-06-16 17:55:00-04:00,55.2018,59.8849,60.7445,1.2646,1.5381,1.857,0.4932,0.2744,0.1251,0.014,0.1408,20.28,86.0,7.6304
2022-06-16 17:56:00-04:00,53.0853,59.2191,60.1099,1.0942,1.2828,1.5,0.4376,0.2622,0.1313,0.0132,0.1889,20.28,86.0,7.5571
2022-06-16 17:57:00-04:00,55.8292,59.8338,60.8491,1.1125,1.3072,1.426,0.4598,0.2553,0.118,0.0167,0.2059,20.28,86.0,7.5729
2022-06-16 17:58:00-04:00,53.3314,60.174,61.695,1.0493,1.2495,1.4804,0.4063,0.2746,0.1174,0.0143,0.2469,20.28,86.0,7.5571
2022-06-16 17:59:00-04:00,59.5055,64.1127,65.2418,1.1488,1.4535,1.7726,0.4047,0.2512,0.1274,0.0126,0.2087,20.28,86.0,7.6214
2022-06-16 18:00:00-04:00,55.6485,64.092,65.3006,1.0375,1.2526,1.4956,0.4986,0.2623,0.1339,0.0172,0.1637,20.28,86.0,7.5571
2022-06-16 18:01:00-04:00,49.9322,57.0152,58.5961,0.8478,0.9371,1.0972,0.421,0.2445,0.1374,0.015,0.193,20.28,86.0,7.5064
2022-06-16 18:02:00-04:00,53.138,58.9402,60.2568,0.9945,1.1492,1.335,0.4796,0.2293,0.1434,0.0135,0.1413,20.28,86.0,7.546
2022-06-16 18:03:00-04:00,50.685,58.5851,59.9592,1.0248,1.2172,1.855,0.3915,0.2624,0.1404,0.0148,0.2159,20.28,86.0,7.5571
2022-06-16 18:04:00-04:00,51.367,56.5412,57.5302,1.0378,1.2057,1.4385,0.3644,0.2843,0.1694,0.0117,0.1965,20.22,87.0,7.7188
2022-06-16 18:05:00-04:00,54.8286,58.224,59.0372,1.1385,1.3435,1.6943,0.3746,0.269,0.1674,0.0127,0.2152,20.22,87.0,7.7415
2022-06-16 18:06:00-04:00,52.7299,58.0125,58.7799,0.9899,1.1395,1.4049,0.4309,0.2643,0.158,0.0148,0.169,20.22,87.0,7.7166
2022-06-16 18:07:00-04:00,51.0113,56.6149,57.68,1.0776,1.3211,1.7269,0.4065,0.2548,0.1704,0.0152,0.1863,20.22,87.0,7.734
2022-06-16 18:08:00-04:00,54.7034,59.2135,60.3945,1.0831,1.2647,1.6345,0.437,0.2345,0.1638,0.0169,0.169,20.22,87.0,7.7196
2022-06-16 18:09:00-04:00,52.4155,58.0056,59.1506,1.0223,1.2146,1.6456,0.4077,0.2421,0.1568,0.0127,0.1589,20.22,88.0,7.4902
2022-06-16 18:10:00-04:00,52.6034,57.4843,58.3682,1.0065,1.203,1.4122,0.4032,0.2367,0.1748,0.0133,0.1577,20.22,88.0,7.4893
2022-06-16 18:11:00-04:00,53.9684,58.589,59.3933,0.9758,1.0978,1.1811,0.4332,0.2235,0.1656,0.0139,0.164,20.22,88.0,7.4811
2022-06-16 18:12:00-04:00,52.7646,59.4728,60.2322,0.9917,1.1826,1.464,0.4075,0.244,0.1482,0.015,0.2389,20.22,88.0,7.4891
2022-06-16 18:13:00-04:00,52.8324,59.7367,60.266,1.1202,1.4095,1.7555,0.4138,0.2509,0.1446,0.0108,0.1889,20.22,88.0,7.5954
2022-06-16 18:14:00-04:00,54.4561,58.9345,59.7917,0.9556,1.209,1.5395,0.4237,0.2412,0.1505,0.0122,0.1748,20.22,88.0,7.4902
2022-06-16 18:15:00-04:00,54.6871,58.9681,60.1988,0.8732,1.0663,1.3763,0.3882,0.249,0.1319,0.0128,0.1948,20.22,88.0,7.481
2022-06-16 18:16:00-04:00,57.1801,62.6674,63.7648,1.0969,1.3835,1.6406,0.5033,0.2412,0.1186,0.0181,0.1585,20.22,88.0,7.5954
2022-06-16 18:17:00-04:00,53.6699,59.4767,60.1895,1.226,1.4424,1.6949,0.4491,0.2388,0.135,0.0123,0.1732,20.22,88.0,7.5871
2022-06-16 18:18:00-04:00,51.8491,57.8066,58.8356,1.1746,1.3321,1.4006,0.4574,0.2572,0.1392,0.0129,0.1728,20.22,88.0,7.5725
2022-06-16 18:19:00-04:00,52.8427,58.6292,59.3414,0.8588,0.9993,1.2846,0.4392,0.2252,0.1362,0.0123,0.202,20.17,88.0,7.4407
2022-06-16 18:20:00-04:00,52.8678,57.4078,58.1375,0.9907,1.2375,1.5302,0.4174,0.2515,0.1387,0.0138,0.193,20.17,88.0,7.5165
2022-06-16 18:21:00-04:00,53.7879,56.8377,57.9168,1.1339,1.3536,1.7435,0.3803,0.2607,0.1596,0.0146,0.1884,20.17,88.0,7.5597
2022-06-16 18:22:00-04:00,51.217,56.0484,57.1304,1.1647,1.4743,2.1671,0.4071,0.2621,0.1591,0.0114,0.1944,20.17,88.0,7.5839
2022-06-16 18:23:00-04:00,55.0013,60.3141,60.7618,1.1555,1.534,1.9964,0.4775,0.2175,0.1214,0.0143,0.1665,20.17,88.0,7.5797
2022-06-16 18:24:00-04:00,52.129,59.1626,59.6418,1.1115,1.292,1.4477,0.4648,0.2446,0.1156,0.0148,0.1829,20.11,88.0,7.5331
2022-06-16 18:25:00-04:00,52.3146,58.3301,59.2995,0.9311,1.064,1.3236,0.4667,0.2506,0.1323,0.0133,0.1547,20.11,88.0,7.4412
2022-06-16 18:26:00-04:00,51.5059,59.0018,59.7943,1.2142,1.4527,1.7206,0.4501,0.2362,0.1289,0.0144,0.1776,20.11,88.0,7.5611
2022-06-16 18:27:00-04:00,52.0156,58.86,60.124,1.371,1.6101,2.0052,0.4654,0.2438,0.1333,0.0151,0.1782,20.11,88.0,7.5797
2022-06-16 18:28:00-04:00,53.221,60.0853,60.9142,1.1971,1.3442,1.5878,0.4476,0.27,0.1209,0.0126,0.2028,20.11,88.0,7.5542
